"truth","detected","match"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","da","N"
"ml","it","N"
"ml","none","N"
"ml","de","N"
"ml","en","N"
"ml","none","N"
"ml","de","N"
"ml","none","N"
"ml","none","N"
"ml","it","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","tr","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","it","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","sv","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
ml,"none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","tr","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","en","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"ml","none","N"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"hi","hi","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"ta","ta","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","fr","N"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
"pt","pt","Y"
